-1.125100622081019175e+01,-8.818967164356687150e+00
-9.701095691450346337e+00,1.948880590486908870e+00
-6.592052726598348400e+00,-1.866227517812688141e+00
-9.707245985306528269e+00,-7.562992446837738525e-01
-7.270346864283920851e+00,-7.914999913667229769e+00
-1.041369729655161969e+01,5.496636897388716969e-01
-5.058417188822061483e+00,-6.097445705392444459e+00
-1.000171010157583673e+01,-8.655482870271273554e-02
-5.667720218300329016e+00,-8.063385107382716299e+00
-1.009456346666909710e+01,-2.125718026142802697e-01
-5.722864212744212864e+00,-5.459855857307704952e-02
-6.515400856522770567e+00,-8.406656732194617287e-01
-9.733611061994368541e+00,-2.135611577695323504e+00
-9.790908636114780350e+00,-1.463523918771806043e-01
1.982025148795025782e+00,-5.534705881618489087e+00
-8.146828962075819192e+00,-7.479540362282424582e+00
-5.945877771527181999e+00,6.461572105499779894e-01
-8.058793909564112568e+00,-3.273720312311598768e+00
-1.061321823323561375e+01,-1.086222060698712966e+01
-3.000878399276033726e+00,-5.188531349433909590e+00
-1.027444335483221494e+01,6.515599904551040711e-02
-9.162436229676300670e+00,-7.097166886526513618e-01
-8.480366671824439706e+00,-1.136046048442249878e+00
-7.508604516220438008e+00,6.324538754656003903e-01
-1.006320427639357540e+01,4.795550251758759486e-01
-6.852073188033870110e+00,-4.696936793279342659e-01
-1.028828632879958782e+01,1.819741806081408564e-01
-8.171738737077598458e+00,-9.420549225851852171e+00
-1.069512268630951723e+01,-2.972962104327974697e-01
-9.467974908664771760e+00,2.842693309548405267e-01
-7.047381492399018121e+00,-8.796610741496830865e-01
-1.061839092386283667e+01,-3.843206280616363046e-01
-8.804202739256435706e+00,-4.686464475150228792e-02
-1.041854966487368372e+01,5.232609416309479122e-02
-6.948456490126675433e-02,-4.544797166145661649e+00
-7.080681539404666047e+00,-7.335365313208580318e+00
-7.767258594385311632e+00,3.577996680900306536e+00
-8.025885999748114230e+00,-8.188540733762843971e+00
-8.966048394317196468e+00,4.028556414906363931e-02
-1.042940462800514467e+01,-9.601277200426541203e-01
-8.978749486421328641e+00,2.304240981537608590e-01
-9.922104381847242749e+00,-5.788609261161081765e-01
-9.529575814246038945e+00,4.402624149313872914e-01
-5.611345723448179612e+00,-5.326538111491709415e+00
-7.134777540051588041e+00,-4.220058246749103681e+00
-5.820423648438608488e-01,-4.336744803440889307e+00
-1.415089139302689869e-01,-5.677736623017800355e+00
-9.720302114260054083e+00,7.364955977222300554e-01
-8.682276974369429468e+00,-9.297060615420561502e-01
-9.052766506576599426e+00,-9.785396640135703095e+00
-1.335754305072997639e+00,-6.281265114245853098e+00
-7.419704376349780972e+00,1.353895390332262139e+00
-9.014651259709612674e+00,-6.510063465078446576e+00
-8.079601559316227366e+00,-1.644612529562959224e+00
-2.767047315173937427e+00,-5.854248578388053126e+00
-1.114711163799898408e+01,1.755103476863437262e+00
-1.002710193340419842e+01,-5.618681271872626448e-01
-9.647088794140399770e+00,-1.229970705596948877e-01
-8.018423619730345564e+00,-4.828391366184052735e-01
-7.197022800764552031e+00,1.459790615491301180e+00
-8.624897276851079653e+00,-5.335280028451901302e+00
-9.925216170761247625e+00,-3.505850789432630177e-01
-1.027099591974381632e+01,-3.615497011477829536e-01
-3.699381111525828825e+00,-9.871997490635679995e+00
-1.032332597993911172e+01,-1.782662652839986372e-01
