-7.760470087332091538e+00,-4.815221534701608519e+00
-5.888356570426050984e-01,-1.214775776829758058e+01
-4.612782016139639896e-01,-9.820930294728229981e+00
-7.139915950037849512e+00,-1.908372531666719274e+00
-7.463551128072589691e+00,2.024748331882286756e-01
-7.956756820217394832e+00,-5.523691316257467676e+00
-9.965881475359681829e+00,-3.524732910434722921e+00
-7.214364158498791646e-01,-4.770169581058326003e+00
-8.324672288250111407e+00,-3.344712405811889777e+00
-8.372121091551420591e+00,-2.723437627659135885e+00
-8.407054474143748735e+00,-3.391320537998678275e-01
-7.197060797770880924e+00,-8.107515162618836868e-01
-1.107177097575071834e+01,1.427870781630450114e+00
-9.207984902387686965e-01,-7.675391712511078879e+00
-9.403176439806465226e+00,5.753836083256399503e-01
-8.017363080543283615e+00,1.045571827159434086e+00
-7.663199309958653060e+00,-7.518307059042926177e+00
-1.105271780773233203e+01,7.929845107781158253e-01
-1.070720911888873594e+01,-6.754296256693245182e-01
-8.130479501577681845e+00,-5.219753936408002559e+00
-9.021874483535816225e+00,-1.260522905585697906e+00
-9.587137516502972190e+00,-7.859142122609569237e-01
-8.336213455691002139e+00,-7.800534488270019495e-02
-8.180170778345159377e+00,-9.189764990968356528e-01
-1.161011003420912324e+01,-8.464092682908171961e-01
-7.511237111197536898e+00,-2.814830275267230064e+00
-9.628072667072526514e+00,9.529386559909927001e-01
-1.041437454950760788e+01,-5.418192537490819305e+00
-9.706902352838859827e+00,-9.129577859471076362e-01
-8.673532301582103088e+00,-7.066598091202902054e+00
-1.115276885754953184e+01,1.684719038362831878e-01
-8.661094662949059497e+00,-4.616357653929892280e+00
-1.017094759301517470e+01,3.359463782036691826e-01
-1.183937726751250707e+01,-1.342560527055241204e+00
6.589845214797076522e-01,-1.040196492908606452e+01
-1.060598666887267072e+01,9.533447825652424656e-01
-5.079824187008633585e-01,-1.073029963145241084e+01
-1.033128121153141926e-01,-8.507428091222740463e+00
-1.225504764971599414e+01,3.621855834326739160e-02
-7.651789998134810311e+00,-5.010826117584370465e-01
-8.093143031173932300e+00,-1.921394678673954415e+00
-7.759993933525582754e+00,-5.752250293799499481e+00
-5.698945169296356639e-01,-1.363970973051596403e+01
-1.056459342101767263e+01,-8.962208143945979977e-01
-8.974315628491130070e+00,2.808864013302170726e+00
-1.219833438519349578e+01,1.831946350282711855e-01
-1.254084198316832044e+01,6.649088766838101572e-01
-1.816442937352075182e-01,-9.428225972822325218e+00
-8.018107455613710854e+00,-6.633385581540620635e-01
-1.018413169621896053e+01,-4.361138146300501006e+00
-7.083664244361330020e+00,-4.142016608005569367e+00
-6.282436547184470754e+00,-1.021588108987020682e+00
-7.688437781834934981e+00,7.106845955349780919e-01
-8.014477124411053310e+00,-1.519394159723151283e+00
-8.567854044641906697e+00,-8.113732677146177963e+00
-9.076013016219938834e+00,-4.040790604960609045e-01
-8.651859239969862614e+00,-7.184871392646734467e-01
-9.411330972369158943e+00,-5.947969619429340327e+00
-3.268472201797184562e-01,-7.769813641697122186e+00
-4.537917941406099942e-02,-6.231841074476087705e+00
-9.951656878711046872e+00,-3.039344919693367508e-01
-1.161802917622192410e+01,-8.413015987308370969e-01
-8.954946861356813059e+00,-2.744831027472032225e+00
-1.250211388216818875e+01,1.462668462789197044e+00
-9.630075071008215915e+00,-2.117434092003354085e+00
-8.757209547565416585e+00,-3.171487277699018392e+00
-8.562452153372207775e+00,1.211628330181063307e+00
-9.082666951433777669e+00,-2.698732814305471184e-01
-9.298716322012669622e+00,1.100888909404392102e+00
-1.291599378591012481e+01,-1.027193638911916729e+00
-8.787981504194240401e+00,-2.028102942680152676e+00
-1.031276132449166560e+01,6.377122404683734924e-01
-8.505032210887931043e+00,9.886519471352990251e-01
-1.175589194515442237e+01,-3.153006351727165313e-02
-8.955577043919557667e+00,-1.846915467547382894e+00
-8.577017019253943886e+00,-1.510354372420683156e+00
-1.085623609364768427e+01,-5.813237793583205804e-01
-8.725761236737330506e+00,1.113312079302018809e+00
4.280122923436109339e-01,-6.385016813304551064e+00
-9.770021821743988255e-01,-5.837390079764935180e+00
